SPGRP,GEAR,SPID,CNAME,COMPLEX,COMPLEX2,COMPLEX3,SNAME,YEAR
Rockfish,Trawl,RDBD,REDBANDED ROCKFISH,ROCK,....,NSLP,SEBASTES BABCOCKI,2009
Rockfish,Fixed gear,RDBD,REDBANDED ROCKFISH,ROCK,....,NSLP,SEBASTES BABCOCKI,2011
Rockfish,Fixed gear,RDBD,REDBANDED ROCKFISH,ROCK,....,NSLP,SEBASTES BABCOCKI,2010
Rockfish,Trawl,RDBD,REDBANDED ROCKFISH,ROCK,....,NSLP,SEBASTES BABCOCKI,2012
Rockfish,Fixed gear,RDBD,REDBANDED ROCKFISH,ROCK,....,NSLP,SEBASTES BABCOCKI,2012
Rockfish,Fixed gear,RDBD,REDBANDED ROCKFISH,ROCK,....,NSLP,SEBASTES BABCOCKI,2009
Rockfish,Trawl,RDBD,REDBANDED ROCKFISH,ROCK,....,NSLP,SEBASTES BABCOCKI,2010
Rockfish,Fixed gear,REDS,REDSTRIPE ROCKFISH,ROCK,....,NSLF,SEBASTES PRORIGER,2012
Rockfish,Trawl,REDS,REDSTRIPE ROCKFISH,ROCK,....,NSLF,SEBASTES PRORIGER,2010
Rockfish,Trawl,REDS,REDSTRIPE ROCKFISH,ROCK,....,NSLF,SEBASTES PRORIGER,2012
Rockfish,Fixed gear,REDS,REDSTRIPE ROCKFISH,ROCK,....,NSLF,SEBASTES PRORIGER,2011
Rockfish,Fixed gear,REDS,REDSTRIPE ROCKFISH,ROCK,....,NSLF,SEBASTES PRORIGER,2010
Rockfish,Fixed gear,REDS,REDSTRIPE ROCKFISH,ROCK,....,NSLF,SEBASTES PRORIGER,2009
Rockfish,Trawl,REDS,REDSTRIPE ROCKFISH,ROCK,....,NSLF,SEBASTES PRORIGER,2011
Other groundfish,Trawl,LCOD,LINGCOD,ROND,....,....,OPHIODON ELONGATUS,2013
Rockfish,Trawl,REDS,REDSTRIPE ROCKFISH,ROCK,....,NSLF,SEBASTES PRORIGER,2009
Rockfish,Fixed gear,RSTN,ROSETHORN ROCKFISH,ROCK,....,NSLF,SEBASTES HELVOMACULATUS,2013
Flatfish,Fixed gear,REX,REX SOLE,FLAT,....,RFLT,GLYPTOCEPHALUS ZACHIRUS,2012
Flatfish,Fixed gear,REX,REX SOLE,FLAT,....,RFLT,GLYPTOCEPHALUS ZACHIRUS,2009
Flatfish,Trawl,REX,REX SOLE,FLAT,....,RFLT,GLYPTOCEPHALUS ZACHIRUS,2009
Flatfish,Fixed gear,ARTH,ARROWTOOTH FLOUNDER,FLAT,TRBT,....,ATHERESTHES STOMIAS,2013
Rockfish,Trawl,WDOW,WIDOW ROCKFISH,ROCK,....,....,SEBASTES ENTOMELAS,2013
Flatfish,Fixed gear,REX,REX SOLE,FLAT,....,RFLT,GLYPTOCEPHALUS ZACHIRUS,2010
Flatfish,Fixed gear,PDAB,PACIFIC SANDDAB,FLAT,SDAB,RFLT,CITHARICHTHYS SORDIDUS,2013
Flatfish,Fixed gear,REX,REX SOLE,FLAT,....,RFLT,GLYPTOCEPHALUS ZACHIRUS,2013
Flatfish,Trawl,REX,REX SOLE,FLAT,....,RFLT,GLYPTOCEPHALUS ZACHIRUS,2011
Flatfish,Fixed gear,REX,REX SOLE,FLAT,....,RFLT,GLYPTOCEPHALUS ZACHIRUS,2011
Flatfish,Trawl,REX,REX SOLE,FLAT,....,RFLT,GLYPTOCEPHALUS ZACHIRUS,2012
Rockfish,Trawl,CNR1,NOM. CANARY ROCKFISH,ROCK,....,....,SEBASTES SPP.,2013
Flatfish,Trawl,STRY,STARRY FLOUNDER,FLAT,....,RFLT,PLATICHTHYS STELLATUS,2013
Flatfish,Trawl,REX,REX SOLE,FLAT,....,RFLT,GLYPTOCEPHALUS ZACHIRUS,2010
Flatfish,Fixed gear,REX1,NOM. REX SOLE,FLAT,....,RFLT,N/A,2012
Flatfish,Fixed gear,REX1,NOM. REX SOLE,FLAT,....,RFLT,N/A,2011
Sablefish,Trawl,SBL1,NOM. SHORTBELLY ROCKFISH,ROCK,....,....,SEBASTES SPP.,2013
Rockfish,Fixed gear,CLP1,NOM. CHILIPEPPER,ROCK,....,NSLF,SEBASTES SPP.,2013
Flatfish,Trawl,REX1,NOM. REX SOLE,FLAT,....,RFLT,N/A,2012
Rockfish,Fixed gear,REYE,ROUGHEYE ROCKFISH,ROCK,....,NSLP,SEBASTES ALEUTIANUS,2012
Rockfish,Trawl,REYE,ROUGHEYE ROCKFISH,ROCK,....,NSLP,SEBASTES ALEUTIANUS,2011
Rockfish,Fixed gear,REYE,ROUGHEYE ROCKFISH,ROCK,....,NSLP,SEBASTES ALEUTIANUS,2010
Rockfish,Fixed gear,REYE,ROUGHEYE ROCKFISH,ROCK,....,NSLP,SEBASTES ALEUTIANUS,2009
Rockfish,Trawl,REYE,ROUGHEYE ROCKFISH,ROCK,....,NSLP,SEBASTES ALEUTIANUS,2010
Rockfish,Fixed gear,REYE,ROUGHEYE ROCKFISH,ROCK,....,NSLP,SEBASTES ALEUTIANUS,2011
Rockfish,Trawl,REYE,ROUGHEYE ROCKFISH,ROCK,....,NSLP,SEBASTES ALEUTIANUS,2009
Rockfish,Trawl,BANK,BANK ROCKFISH,ROCK,....,NSLP,SEBASTES RUFUS,2013
Rockfish,Trawl,BNK1,NOM. BANK ROCKFISH,ROCK,....,NSLP,SEBASTES SPP.,2013
Rockfish,Trawl,CLP1,NOM. CHILIPEPPER,ROCK,....,NSLF,SEBASTES SPP.,2013
Rockfish,Trawl,REYE,ROUGHEYE ROCKFISH,ROCK,....,NSLP,SEBASTES ALEUTIANUS,2012
Rockfish,Trawl,ROSY,ROSY ROCKFISH,ROCK,....,NSLF,SEBASTES ROSACEUS,2011
Flatfish,Trawl,RSL1,NOM. ROCK SOLE,FLAT,....,RFLT,N/A,2011
Flatfish,Trawl,RSL1,NOM. ROCK SOLE,FLAT,....,RFLT,N/A,2009
Flatfish,Trawl,RSL1,NOM. ROCK SOLE,FLAT,....,RFLT,N/A,2010
Flatfish,Fixed gear,RSOL,ROCK SOLE,FLAT,....,RFLT,LEPIDOPSETTA BILINEATA,2010
Flatfish,Trawl,RSOL,ROCK SOLE,FLAT,....,RFLT,LEPIDOPSETTA BILINEATA,2011
Rockfish,Trawl,YMTH,YELLOWMOUTH ROCKFISH,ROCK,....,NSLP,SEBASTES REEDI,2013
Flatfish,Trawl,RSOL,ROCK SOLE,FLAT,....,RFLT,LEPIDOPSETTA BILINEATA,2012
Rockfish,Trawl,BSPR,BLACKSPOTTED ROCKFISH,ROCK,....,NSLP,SEBASTES MELANOSTICTUS,2013
Flatfish,Trawl,RSOL,ROCK SOLE,FLAT,....,RFLT,LEPIDOPSETTA BILINEATA,2010
Flatfish,Fixed gear,RSOL,ROCK SOLE,FLAT,....,RFLT,LEPIDOPSETTA BILINEATA,2012
Flatfish,Trawl,RSOL,ROCK SOLE,FLAT,....,RFLT,LEPIDOPSETTA BILINEATA,2009
Flatfish,Fixed gear,RSOL,ROCK SOLE,FLAT,....,RFLT,LEPIDOPSETTA BILINEATA,2011
Rockfish,Fixed gear,RST1,NOM. ROSETHORN ROCKFISH,ROCK,....,NSLF,SEBASTES SPP.,2010
Rockfish,Trawl,RST1,NOM. ROSETHORN ROCKFISH,ROCK,....,NSLF,SEBASTES SPP.,2009
Rockfish,Trawl,RST1,NOM. ROSETHORN ROCKFISH,ROCK,....,NSLF,SEBASTES SPP.,2011
Rockfish,Fixed gear,RSTN,ROSETHORN ROCKFISH,ROCK,....,NSLF,SEBASTES HELVOMACULATUS,2010
Rockfish,Fixed gear,RSTN,ROSETHORN ROCKFISH,ROCK,....,NSLF,SEBASTES HELVOMACULATUS,2011
Rockfish,Trawl,RSTN,ROSETHORN ROCKFISH,ROCK,....,NSLF,SEBASTES HELVOMACULATUS,2009
Rockfish,Trawl,RSTN,ROSETHORN ROCKFISH,ROCK,....,NSLF,SEBASTES HELVOMACULATUS,2010
Rockfish,Trawl,RSTN,ROSETHORN ROCKFISH,ROCK,....,NSLF,SEBASTES HELVOMACULATUS,2012
Other groundfish,Fixed gear,RATF,SPOTTED RATFISH,MGRN,....,....,HYDROLAGUS COLLIEI,2013
Rockfish,Trawl,RSTN,ROSETHORN ROCKFISH,ROCK,....,NSLF,SEBASTES HELVOMACULATUS,2011
Rockfish,Fixed gear,RSTN,ROSETHORN ROCKFISH,ROCK,....,NSLF,SEBASTES HELVOMACULATUS,2012
Rockfish,Fixed gear,RSTN,ROSETHORN ROCKFISH,ROCK,....,NSLF,SEBASTES HELVOMACULATUS,2009
Sablefish,Fixed gear,SABL,SABLEFISH,ROND,....,....,ANOPLOPOMA FIMBRIA,2012
Sablefish,Fixed gear,SABL,SABLEFISH,ROND,....,....,ANOPLOPOMA FIMBRIA,2010
Sablefish,Fixed gear,SABL,SABLEFISH,ROND,....,....,ANOPLOPOMA FIMBRIA,2009
Sablefish,Fixed gear,SABL,SABLEFISH,ROND,....,....,ANOPLOPOMA FIMBRIA,2011
Sablefish,Trawl,SABL,SABLEFISH,ROND,....,....,ANOPLOPOMA FIMBRIA,2012
Sablefish,Trawl,SABL,SABLEFISH,ROND,....,....,ANOPLOPOMA FIMBRIA,2009
Sablefish,Trawl,SABL,SABLEFISH,ROND,....,....,ANOPLOPOMA FIMBRIA,2010
Sablefish,Trawl,SABL,SABLEFISH,ROND,....,....,ANOPLOPOMA FIMBRIA,2011
Sablefish,Trawl,SBL1,NOM. SHORTBELLY ROCKFISH,ROCK,....,....,SEBASTES SPP.,2012
Sablefish,Fixed gear,SBL1,NOM. SHORTBELLY ROCKFISH,ROCK,....,....,SEBASTES SPP.,2010
Sablefish,Trawl,SBL1,NOM. SHORTBELLY ROCKFISH,ROCK,....,....,SEBASTES SPP.,2011
Flatfish,Fixed gear,OFLT,OTHER FLATFISH,FLAT,....,RFLT,N/A,2013
Sablefish,Fixed gear,SBL1,NOM. SHORTBELLY ROCKFISH,ROCK,....,....,SEBASTES SPP.,2012
Sablefish,Fixed gear,SBL1,NOM. SHORTBELLY ROCKFISH,ROCK,....,....,SEBASTES SPP.,2009
Sablefish,Fixed gear,SBL1,NOM. SHORTBELLY ROCKFISH,ROCK,....,....,SEBASTES SPP.,2011
Rockfish,Fixed gear,SBLY,SHORTBELLY ROCKFISH,ROCK,....,....,SEBASTES JORDANI,2012
Rockfish,Trawl,GSP1,NOM. GREENSPOTTED ROCKFISH,ROCK,....,NSLF,SEBASTES SPP.,2013
Rockfish,Fixed gear,SBLY,SHORTBELLY ROCKFISH,ROCK,....,....,SEBASTES JORDANI,2010
Rockfish,Trawl,SBLY,SHORTBELLY ROCKFISH,ROCK,....,....,SEBASTES JORDANI,2009
Rockfish,Fixed gear,SBLY,SHORTBELLY ROCKFISH,ROCK,....,....,SEBASTES JORDANI,2009
Rockfish,Trawl,SBLY,SHORTBELLY ROCKFISH,ROCK,....,....,SEBASTES JORDANI,2012
Flatfish,Fixed gear,SFL1,NOM. STARRY FLOUNDER,FLAT,....,RFLT,N/A,2009
Flatfish,Trawl,SFL1,NOM. STARRY FLOUNDER,FLAT,....,RFLT,N/A,2011
Rockfish,Trawl,USLF,UNSP. SHELF ROCKFISH,ROCK,....,NSLF,N/A,2013
Flatfish,Trawl,SFL1,NOM. STARRY FLOUNDER,FLAT,....,RFLT,N/A,2012
Flatfish,Trawl,SFL1,NOM. STARRY FLOUNDER,FLAT,....,RFLT,N/A,2010
Rockfish,Fixed gear,SHRP,SHARPCHIN ROCKFISH,ROCK,....,NSLP,SEBASTES ZACENTRUS,2010
Rockfish,Trawl,SHRP,SHARPCHIN ROCKFISH,ROCK,....,NSLP,SEBASTES ZACENTRUS,2012
Rockfish,Fixed gear,SHRP,SHARPCHIN ROCKFISH,ROCK,....,NSLP,SEBASTES ZACENTRUS,2009
Rockfish,Trawl,SHRP,SHARPCHIN ROCKFISH,ROCK,....,NSLP,SEBASTES ZACENTRUS,2011
Rockfish,Fixed gear,SHRP,SHARPCHIN ROCKFISH,ROCK,....,NSLP,SEBASTES ZACENTRUS,2011
Rockfish,Trawl,SHRP,SHARPCHIN ROCKFISH,ROCK,....,NSLP,SEBASTES ZACENTRUS,2010
Rockfish,Fixed gear,SPK1,NOM. SPECKLED ROCKFISH,ROCK,....,NSLF,SEBASTES SPP.,2013
Rockfish,Trawl,SHRP,SHARPCHIN ROCKFISH,ROCK,....,NSLP,SEBASTES ZACENTRUS,2009
Rockfish,Fixed gear,SHRP,SHARPCHIN ROCKFISH,ROCK,....,NSLP,SEBASTES ZACENTRUS,2012
Rockfish,Fixed gear,SLGR,SILVERGREY ROCKFISH,ROCK,....,NSLF,SEBASTES BREVISPINIS,2010
Rockfish,Trawl,SLGR,SILVERGREY ROCKFISH,ROCK,....,NSLF,SEBASTES BREVISPINIS,2010
Rockfish,Fixed gear,SLGR,SILVERGREY ROCKFISH,ROCK,....,NSLF,SEBASTES BREVISPINIS,2012
Petrale sole,Trawl,PTR1,NOM. PETRALE SOLE,FLAT,....,....,N/A,2013
Rockfish,Fixed gear,SLGR,SILVERGREY ROCKFISH,ROCK,....,NSLF,SEBASTES BREVISPINIS,2011
Rockfish,Trawl,SLGR,SILVERGREY ROCKFISH,ROCK,....,NSLF,SEBASTES BREVISPINIS,2012
Rockfish,Fixed gear,SLGR,SILVERGREY ROCKFISH,ROCK,....,NSLF,SEBASTES BREVISPINIS,2009
Rockfish,Trawl,UPOP,UNSP. POP GROUP,ROCK,....,....,N/A,2013
Rockfish,Trawl,SLGR,SILVERGREY ROCKFISH,ROCK,....,NSLF,SEBASTES BREVISPINIS,2011
Rockfish,Trawl,SLGR,SILVERGREY ROCKFISH,ROCK,....,NSLF,SEBASTES BREVISPINIS,2009
Flatfish,Trawl,SLNS,SLENDER SOLE,FLAT,....,RFLT,LYOPSETTA EXILIS,2012
Flatfish,Trawl,SLNS,SLENDER SOLE,FLAT,....,RFLT,LYOPSETTA EXILIS,2010
Rockfish,Fixed gear,SNOS,SPLITNOSE ROCKFISH,ROCK,....,NSLP,SEBASTES DIPLOPROA,2011
Rockfish,Trawl,SNOS,SPLITNOSE ROCKFISH,ROCK,....,NSLP,SEBASTES DIPLOPROA,2012
Rockfish,Trawl,SNOS,SPLITNOSE ROCKFISH,ROCK,....,NSLP,SEBASTES DIPLOPROA,2009
Rockfish,Fixed gear,SNOS,SPLITNOSE ROCKFISH,ROCK,....,NSLP,SEBASTES DIPLOPROA,2012
Rockfish,Trawl,SNOS,SPLITNOSE ROCKFISH,ROCK,....,NSLP,SEBASTES DIPLOPROA,2010
Rockfish,Fixed gear,SNOS,SPLITNOSE ROCKFISH,ROCK,....,NSLP,SEBASTES DIPLOPROA,2009
Rockfish,Fixed gear,SNOS,SPLITNOSE ROCKFISH,ROCK,....,NSLP,SEBASTES DIPLOPROA,2010
Rockfish,Trawl,SNOS,SPLITNOSE ROCKFISH,ROCK,....,NSLP,SEBASTES DIPLOPROA,2011
Rockfish,Fixed gear,SNS1,NOM. SPLITNOSE ROCKFISH,ROCK,....,NSLP,SEBASTES SPP.,2012
Sablefish,Fixed gear,SABL,SABLEFISH,ROND,....,....,ANOPLOPOMA FIMBRIA,2013
Rockfish,Fixed gear,SNS1,NOM. SPLITNOSE ROCKFISH,ROCK,....,NSLP,SEBASTES SPP.,2009
Rockfish,Fixed gear,SNS1,NOM. SPLITNOSE ROCKFISH,ROCK,....,NSLP,SEBASTES SPP.,2011
Rockfish,Trawl,SNS1,NOM. SPLITNOSE ROCKFISH,ROCK,....,NSLP,SEBASTES SPP.,2011
Rockfish,Fixed gear,WDW1,NOM. WIDOW ROCKFISH,ROCK,....,....,SEBASTES SPP.,2013
Rockfish,Fixed gear,YTRK,YELLOWTAIL ROCKFISH,ROCK,....,....,SEBASTES FLAVIDUS,2013
Rockfish,Trawl,SNS1,NOM. SPLITNOSE ROCKFISH,ROCK,....,NSLP,SEBASTES SPP.,2009
Rockfish,Fixed gear,DBRK,DARKBLOTCHED ROCKFISH,ROCK,....,....,SEBASTES CRAMERI,2013
Rockfish,Trawl,SPKL,SPECKLED ROCKFISH,ROCK,....,NSLF,SEBASTES OVALIS,2012
Rockfish,Trawl,NUSF,NOR. UNSP. SHELF ROCKFISH,ROCK,....,NSLF,N/A,2013
Petrale sole,Fixed gear,PTRL,PETRALE SOLE,FLAT,....,....,EOPSETTA JORDANI,2013
Rockfish,Trawl,YEY1,NOM. YELLOWEYE ROCKFISH,ROCK,....,....,SEBASTES SPP.,2013
Flatfish,Fixed gear,EGLS,ENGLISH SOLE,FLAT,....,....,PAROPHRYS VETULUS,2013
Rockfish,Fixed gear,SRKR,SHORTRAKER ROCKFISH,ROCK,....,NSLP,SEBASTES BOREALIS,2012
Rockfish,Fixed gear,SRKR,SHORTRAKER ROCKFISH,ROCK,....,NSLP,SEBASTES BOREALIS,2009
Rockfish,Fixed gear,CWC1,NOM. COWCOD ROCKFISH,ROCK,....,NSLF,SEBASTES SPP.,2013
Rockfish,Trawl,BLGL,BLACKGILL ROCKFISH,ROCK,....,NSLP,SEBASTES MELANOSTOMUS,2013
Flatfish,Fixed gear,PDB1,NOM. PACIFIC SANDDAB,FLAT,SDAB,RFLT,CITHARICHTHYS SPP.,2013
Rockfish,Fixed gear,SRKR,SHORTRAKER ROCKFISH,ROCK,....,NSLP,SEBASTES BOREALIS,2011
Rockfish,Trawl,SRKR,SHORTRAKER ROCKFISH,ROCK,....,NSLP,SEBASTES BOREALIS,2011
Rockfish,Trawl,SRKR,SHORTRAKER ROCKFISH,ROCK,....,NSLP,SEBASTES BOREALIS,2012
Rockfish,Trawl,ARRA,AURORA ROCKFISH,ROCK,....,NSLP,SEBASTES AURORA,2013
Rockfish,Trawl,CWC1,NOM. COWCOD ROCKFISH,ROCK,....,NSLF,SEBASTES SPP.,2013
Rockfish,Trawl,SRKR,SHORTRAKER ROCKFISH,ROCK,....,NSLP,SEBASTES BOREALIS,2010
Rockfish,Fixed gear,SRKR,SHORTRAKER ROCKFISH,ROCK,....,NSLP,SEBASTES BOREALIS,2010
Rockfish,Trawl,SRKR,SHORTRAKER ROCKFISH,ROCK,....,NSLP,SEBASTES BOREALIS,2009
Rockfish,Trawl,BCC1,NOM. BOCACCIO,ROCK,....,NSLF,SEBASTES SPP.,2013
Dover sole,Trawl,DVR1,NOM. DOVER SOLE,FLAT,....,....,N/A,2013
Flatfish,Trawl,EGL1,NOM. ENGLISH SOLE,FLAT,....,....,N/A,2013
Flatfish,Trawl,SSO1,NOM. SAND SOLE,FLAT,....,RFLT,N/A,2009
Flatfish,Trawl,SSO1,NOM. SAND SOLE,FLAT,....,RFLT,N/A,2012
Flatfish,Trawl,SSOL,SAND SOLE,FLAT,....,RFLT,PSETTICHTHYS MELANOSTICTUS,2012
Flatfish,Trawl,SSOL,SAND SOLE,FLAT,....,RFLT,PSETTICHTHYS MELANOSTICTUS,2011
Flatfish,Fixed gear,SSOL,SAND SOLE,FLAT,....,RFLT,PSETTICHTHYS MELANOSTICTUS,2011
Flatfish,Trawl,SSOL,SAND SOLE,FLAT,....,RFLT,PSETTICHTHYS MELANOSTICTUS,2010
Flatfish,Trawl,FSOL,FLATHEAD SOLE,FLAT,....,RFLT,HIPPOGLOSSOIDES ELASSODON,2013
"Sharks, skates and rays",Trawl,LSKT,LONGNOSE SKATE,MGRN,SKAT,....,RAJA RHINA,2013
Flatfish,Fixed gear,SSOL,SAND SOLE,FLAT,....,RFLT,PSETTICHTHYS MELANOSTICTUS,2012
Flatfish,Trawl,SSOL,SAND SOLE,FLAT,....,RFLT,PSETTICHTHYS MELANOSTICTUS,2009
Flatfish,Fixed gear,SSOL,SAND SOLE,FLAT,....,RFLT,PSETTICHTHYS MELANOSTICTUS,2009
Thornyheads,Fixed gear,SSP1,NOM. SHORTSPINE THORNYHEAD,ROCK,TRNY,....,SEBASTOLOBUS SPP.,2009
Thornyheads,Fixed gear,SSP1,NOM. SHORTSPINE THORNYHEAD,ROCK,TRNY,....,SEBASTOLOBUS SPP.,2010
Thornyheads,Trawl,SSP1,NOM. SHORTSPINE THORNYHEAD,ROCK,TRNY,....,SEBASTOLOBUS SPP.,2009
Thornyheads,Fixed gear,SSP1,NOM. SHORTSPINE THORNYHEAD,ROCK,TRNY,....,SEBASTOLOBUS SPP.,2012
Thornyheads,Trawl,SSP1,NOM. SHORTSPINE THORNYHEAD,ROCK,TRNY,....,SEBASTOLOBUS SPP.,2011
Thornyheads,Trawl,SSP1,NOM. SHORTSPINE THORNYHEAD,ROCK,TRNY,....,SEBASTOLOBUS SPP.,2010
Thornyheads,Fixed gear,SSP1,NOM. SHORTSPINE THORNYHEAD,ROCK,TRNY,....,SEBASTOLOBUS SPP.,2011
Thornyheads,Trawl,SSP1,NOM. SHORTSPINE THORNYHEAD,ROCK,TRNY,....,SEBASTOLOBUS SPP.,2012
Thornyheads,Fixed gear,SSPN,SHORTSPINE THORNYHEAD,ROCK,TRNY,....,SEBASTOLOBUS ALASCANUS,2011
Thornyheads,Fixed gear,SSPN,SHORTSPINE THORNYHEAD,ROCK,TRNY,....,SEBASTOLOBUS ALASCANUS,2009
Thornyheads,Fixed gear,SSPN,SHORTSPINE THORNYHEAD,ROCK,TRNY,....,SEBASTOLOBUS ALASCANUS,2012
Thornyheads,Trawl,SSPN,SHORTSPINE THORNYHEAD,ROCK,TRNY,....,SEBASTOLOBUS ALASCANUS,2012
Thornyheads,Trawl,SSPN,SHORTSPINE THORNYHEAD,ROCK,TRNY,....,SEBASTOLOBUS ALASCANUS,2010
Thornyheads,Trawl,SSPN,SHORTSPINE THORNYHEAD,ROCK,TRNY,....,SEBASTOLOBUS ALASCANUS,2011
Flatfish,Trawl,UDAB,UNSP. SANDDABS,FLAT,SDAB,RFLT,CITHARICHTHYS SPP.,2013
Thornyheads,Trawl,SSPN,SHORTSPINE THORNYHEAD,ROCK,TRNY,....,SEBASTOLOBUS ALASCANUS,2009
Thornyheads,Fixed gear,SSPN,SHORTSPINE THORNYHEAD,ROCK,TRNY,....,SEBASTOLOBUS ALASCANUS,2010
"Sharks, skates and rays",Fixed gear,SSRK,SOUPFIN SHARK,MGRN,SHRK,....,GALEORHINUS ZYOPTERUS,2011
"Sharks, skates and rays",Fixed gear,SSRK,SOUPFIN SHARK,MGRN,SHRK,....,GALEORHINUS ZYOPTERUS,2012
"Sharks, skates and rays",Trawl,SSRK,SOUPFIN SHARK,MGRN,SHRK,....,GALEORHINUS ZYOPTERUS,2011
"Sharks, skates and rays",Trawl,SSRK,SOUPFIN SHARK,MGRN,SHRK,....,GALEORHINUS ZYOPTERUS,2012
"Sharks, skates and rays",Trawl,SSRK,SOUPFIN SHARK,MGRN,SHRK,....,GALEORHINUS ZYOPTERUS,2010
"Sharks, skates and rays",Trawl,SSRK,SOUPFIN SHARK,MGRN,SHRK,....,GALEORHINUS ZYOPTERUS,2009
"Sharks, skates and rays",Fixed gear,SSRK,SOUPFIN SHARK,MGRN,SHRK,....,GALEORHINUS ZYOPTERUS,2010
"Sharks, skates and rays",Fixed gear,SSRK,SOUPFIN SHARK,MGRN,SHRK,....,GALEORHINUS ZYOPTERUS,2009
Rockfish,Fixed gear,STL1,NOM. STRIPETAIL ROCKFISH,ROCK,....,NSLF,SEBASTES SPP.,2009
Rockfish,Trawl,STL1,NOM. STRIPETAIL ROCKFISH,ROCK,....,NSLF,SEBASTES SPP.,2012
Rockfish,Fixed gear,STRK,STRIPETAIL ROCKFISH,ROCK,....,NSLF,SEBASTES SAXICOLA,2011
Rockfish,Trawl,STRK,STRIPETAIL ROCKFISH,ROCK,....,NSLF,SEBASTES SAXICOLA,2009
Flatfish,Trawl,OFLT,OTHER FLATFISH,FLAT,....,RFLT,N/A,2013
Rockfish,Trawl,STRK,STRIPETAIL ROCKFISH,ROCK,....,NSLF,SEBASTES SAXICOLA,2010
Rockfish,Trawl,STRK,STRIPETAIL ROCKFISH,ROCK,....,NSLF,SEBASTES SAXICOLA,2012
Rockfish,Trawl,STRK,STRIPETAIL ROCKFISH,ROCK,....,NSLF,SEBASTES SAXICOLA,2011
Flatfish,Trawl,STRY,STARRY FLOUNDER,FLAT,....,RFLT,PLATICHTHYS STELLATUS,2012
Flatfish,Trawl,STRY,STARRY FLOUNDER,FLAT,....,RFLT,PLATICHTHYS STELLATUS,2010
Flatfish,Trawl,STRY,STARRY FLOUNDER,FLAT,....,RFLT,PLATICHTHYS STELLATUS,2009
Flatfish,Fixed gear,STRY,STARRY FLOUNDER,FLAT,....,RFLT,PLATICHTHYS STELLATUS,2010
Flatfish,Fixed gear,STRY,STARRY FLOUNDER,FLAT,....,RFLT,PLATICHTHYS STELLATUS,2009
Flatfish,Trawl,STRY,STARRY FLOUNDER,FLAT,....,RFLT,PLATICHTHYS STELLATUS,2011
Thornyheads,Trawl,THDS,THORNYHEADS (MIXED),ROCK,TRNY,....,SEBASTOLOBUS SPP.,2010
Thornyheads,Fixed gear,THDS,THORNYHEADS (MIXED),ROCK,TRNY,....,SEBASTOLOBUS SPP.,2009
Thornyheads,Trawl,THDS,THORNYHEADS (MIXED),ROCK,TRNY,....,SEBASTOLOBUS SPP.,2009
Rockfish,Fixed gear,TRE1,NOM. TREEFISH,ROCK,....,NSHR,SEBASTES SPP.,2012
Rockfish,Trawl,MXRF,MEXICAN ROCKFISH,ROCK,....,NSLF,SEBASTES MACDONALDI,2013
Rockfish,Fixed gear,TREE,TREEFISH,ROCK,....,NSHR,SEBASTES SERRICEPS,2012
Flatfish,Fixed gear,UDAB,UNSP. SANDDABS,FLAT,SDAB,RFLT,CITHARICHTHYS SPP.,2010
Flatfish,Trawl,UDAB,UNSP. SANDDABS,FLAT,SDAB,RFLT,CITHARICHTHYS SPP.,2009
Rockfish,Fixed gear,URCK,UNSP. ROCKFISH,ROCK,....,....,N/A,2013
Flatfish,Fixed gear,UDAB,UNSP. SANDDABS,FLAT,SDAB,RFLT,CITHARICHTHYS SPP.,2009
Flatfish,Fixed gear,UDAB,UNSP. SANDDABS,FLAT,SDAB,RFLT,CITHARICHTHYS SPP.,2012
Rockfish,Trawl,BLU1,NOM. BLUE ROCKFISH,ROCK,....,NSHR,SEBASTES SPP.,2013
Flatfish,Trawl,UDAB,UNSP. SANDDABS,FLAT,SDAB,RFLT,CITHARICHTHYS SPP.,2012
Flatfish,Fixed gear,UDAB,UNSP. SANDDABS,FLAT,SDAB,RFLT,CITHARICHTHYS SPP.,2011
"Sharks, skates and rays",Fixed gear,SSRK,SOUPFIN SHARK,MGRN,SHRK,....,GALEORHINUS ZYOPTERUS,2013
Flatfish,Trawl,UDAB,UNSP. SANDDABS,FLAT,SDAB,RFLT,CITHARICHTHYS SPP.,2011
Flatfish,Fixed gear,UFLT,UNSP. FLATFISH,FLAT,....,RFLT,N/A,2011
Flatfish,Trawl,UFLT,UNSP. FLATFISH,FLAT,....,RFLT,N/A,2010
Flatfish,Fixed gear,UFLT,UNSP. FLATFISH,FLAT,....,RFLT,N/A,2009
Flatfish,Trawl,UFLT,UNSP. FLATFISH,FLAT,....,RFLT,N/A,2012
Flatfish,Trawl,UFLT,UNSP. FLATFISH,FLAT,....,RFLT,N/A,2011
Flatfish,Trawl,UFLT,UNSP. FLATFISH,FLAT,....,RFLT,N/A,2009
Flatfish,Fixed gear,UFLT,UNSP. FLATFISH,FLAT,....,RFLT,N/A,2010
Flatfish,Fixed gear,UFLT,UNSP. FLATFISH,FLAT,....,RFLT,N/A,2012
Rockfish,Trawl,UPOP,UNSP. POP GROUP,ROCK,....,....,N/A,2011
Rockfish,Trawl,UPOP,UNSP. POP GROUP,ROCK,....,....,N/A,2009
Rockfish,Fixed gear,UPOP,UNSP. POP GROUP,ROCK,....,....,N/A,2010
