West Coast Groundfish Slope/Shelf Bottom Trawl Survey data,,,,,,,,,,,,,,,
Age Composition Estimates,,,,,,,,,,,,,,,
sablefish,,,,,,,,,,,,,,,
Extracted: 5/5/2015,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Species Code,Species,Year,Project,INPFC Area,Min Depth (m),Max Depth (m),Length (cm),Age,Female Numbers,Male Numbers,Unsexed Numbers,Lengthed Age Tally: Full Stratum,Age Tally: Female,Age Tally: Male,Age Tally: Unsexed
20510,sablefish,2002,Groundfish Slope Survey,32To34Pt5Degs,548.64,900,49,48,0,110237,0,50,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,32To34Pt5Degs,548.64,900,54,49,0,110237,0,50,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,32To34Pt5Degs,548.64,900,54,51,0,110237,0,50,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,32To34Pt5Degs,548.64,900,55,52,0,120246,0,50,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,58,7,0,11600,0,54,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,53,10,0,27977,0,54,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,61,11,13308,0,0,54,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,53,14,0,13308,0,54,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,76,14,13462,0,0,54,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,57,15,17691,0,0,54,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,63,15,13308,0,0,54,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,59,18,11600,27977,0,54,1,1,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,61,18,0,13308,0,54,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,65,18,17691,0,0,54,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,74,18,11600,0,0,54,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,77,18,13462,0,0,54,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,57,19,0,16411,0,54,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,61,19,11600,0,0,54,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,55,21,0,27977,0,54,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,58,22,0,13308,0,54,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,65,22,0,13462,0,54,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,57,23,13308,0,0,54,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,54,24,0,16411,0,54,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,59,24,0,13308,0,54,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,61,24,13055,0,0,54,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,51,25,0,27977,0,54,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,52,25,0,37253,0,54,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,60,26,0,13462,0,54,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,62,26,0,13462,0,54,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,57,28,0,11600,0,54,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,60,28,13055,0,0,54,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,65,28,11600,27977,0,54,1,1,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,59,29,13462,0,0,54,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,71,30,27977,0,0,54,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,66,31,13462,0,0,54,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,69,31,11600,0,0,54,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,56,32,0,11600,0,54,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,52,33,0,27977,0,54,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,56,34,0,27977,0,54,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,60,34,0,17691,0,54,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,66,35,0,27977,0,54,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,56,36,0,27977,0,54,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,53,37,0,11600,0,54,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,57,38,16411,0,0,54,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,58,38,0,13308,0,54,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,55,39,0,27977,0,54,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,68,40,11600,0,0,54,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,72,40,13462,0,0,54,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,54,41,13462,0,0,54,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,56,41,0,11600,0,54,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,62,41,13462,0,0,54,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,59,42,27977,0,0,54,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,57,43,27977,0,0,54,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,58,44,0,27977,0,54,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,56,46,0,27977,0,54,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,45To49Degs,900,1280.16,61,54,0,11600,0,54,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,46,3,21375,0,0,87,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,53,5,0,21828,0,87,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,54,5,21375,0,0,87,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,53,6,0,18535,0,87,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,54,6,0,21375,0,87,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,57,6,21375,0,0,87,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,62,6,21828,0,0,87,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,64,7,28765,0,0,87,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,59,8,27511,0,0,87,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,56,9,0,21375,0,87,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,63,9,0,31618,0,87,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,55,11,0,18535,0,87,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,59,11,21470,0,0,87,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,49,12,0,21375,0,87,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,67,12,27511,0,0,87,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,53,13,0,20972,0,87,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,57,14,0,18535,0,87,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,59,14,0,25466,0,87,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,61,14,25466,0,0,87,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,54,15,0,20972,0,87,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,57,16,0,28765,0,87,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,65,16,0,21470,0,87,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,60,17,0,20399,0,87,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,61,17,23883,0,0,87,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,56,18,0,25466,0,87,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,58,18,0,27511,0,87,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,78,18,25466,0,0,87,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,52,19,0,21470,0,87,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,66,19,22857,0,0,87,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,69,19,18535,0,0,87,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,54,21,0,23883,0,87,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,56,21,0,18535,0,87,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,62,21,21917,0,0,87,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,65,21,31618,0,0,87,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,77,21,27511,0,0,87,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,70,22,20399,0,0,87,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,65,23,27511,0,0,87,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,79,23,27511,0,0,87,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,61,24,22857,0,0,87,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,71,24,26713,0,0,87,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,54,25,0,25466,0,87,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,55,25,0,21470,0,87,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,67,25,22857,0,0,87,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,70,25,22857,0,0,87,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,57,26,0,19921,0,87,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,52,27,0,19921,0,87,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,63,27,22857,0,0,87,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,59,28,0,28765,0,87,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,63,28,31618,0,0,87,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,61,29,28765,0,0,87,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,57,30,0,21470,0,87,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,57,31,0,18535,0,87,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,63,31,26713,0,0,87,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,68,33,28765,0,0,87,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,69,33,0,25466,0,87,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,72,33,25466,0,0,87,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,64,34,21917,0,0,87,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,56,35,0,27511,0,87,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,58,35,0,21828,0,87,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,62,35,26713,0,0,87,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,69,35,0,22857,0,87,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,62,36,22857,0,0,87,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,63,36,31618,0,0,87,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,67,36,0,22857,0,87,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,76,36,22857,0,0,87,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,67,37,22857,0,0,87,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,69,37,15037,0,0,87,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,60,38,0,27511,0,87,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,69,39,0,15037,0,87,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,63,40,0,26713,0,87,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,66,40,26713,0,0,87,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,54,41,0,18535,0,87,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,55,41,0,27511,0,87,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,60,41,24414,0,0,87,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,68,43,0,15037,0,87,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,70,43,25466,0,0,87,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,55,44,0,19921,0,87,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,67,44,26713,0,0,87,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,74,44,26713,0,0,87,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,65,46,25466,0,0,87,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,70,46,22857,0,0,87,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,63,49,21828,0,0,87,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,62,50,0,31618,0,87,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,62,51,31618,0,0,87,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,73,53,22857,0,0,87,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,59,54,0,31618,0,87,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,40Pt5To45Degs,900,1280.16,68,59,22857,0,0,87,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,36,1,18729,0,0,124,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,44,3,24454,22659,0,124,1,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,45,3,0,24454,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,51,3,22659,0,0,124,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,52,3,41055,0,0,124,2,0,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,54,4,0,22659,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,50,6,0,25825,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,55,7,0,18396,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,58,7,0,22659,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,51,8,0,24454,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,52,8,0,20793,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,52,9,0,19300,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,62,10,20793,0,0,124,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,58,11,0,18396,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,55,12,22659,0,0,124,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,60,12,17786,0,0,124,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,54,13,0,22659,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,55,13,0,22659,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,56,13,0,21929,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,57,13,0,26922,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,59,14,0,18396,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,62,14,19300,0,0,124,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,68,14,24454,0,0,124,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,53,15,0,18396,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,56,15,0,38418,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,61,15,0,21929,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,52,16,0,19300,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,57,16,24454,0,0,124,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,55,17,0,22659,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,61,17,24454,0,0,124,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,73,17,17786,0,0,124,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,65,18,18434,0,0,124,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,50,19,26922,0,0,124,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,51,19,0,22659,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,54,19,0,22659,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,61,19,0,20914,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,62,19,18434,0,0,124,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,55,20,0,18434,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,58,20,0,18396,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,59,20,0,24682,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,52,21,38418,0,0,124,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,65,21,0,26922,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,69,21,18434,0,0,124,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,53,22,0,38418,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,60,22,0,19300,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,55,23,0,38418,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,63,23,17786,0,0,124,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,66,23,20793,0,0,124,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,57,24,0,35572,0,124,0,2,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,59,24,17786,0,0,124,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,62,24,22998,0,0,124,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,64,24,0,17786,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,56,25,0,87782,0,124,0,3,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,60,25,0,22659,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,62,25,0,24682,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,55,26,0,21929,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,59,26,0,20793,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,54,28,0,22659,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,60,28,0,19300,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,62,28,17786,0,0,124,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,68,28,0,38418,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,56,29,0,22659,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,64,29,0,38418,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,69,29,25247,0,0,124,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,56,30,0,17786,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,59,30,20793,0,0,124,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,62,30,0,25500,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,55,31,0,21929,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,57,31,0,37804,0,124,0,2,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,62,31,24682,0,0,124,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,63,31,0,22998,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,68,31,25247,0,0,124,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,56,32,0,24682,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,59,32,17786,0,0,124,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,60,32,24682,0,0,124,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,66,32,0,25247,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,53,33,0,19300,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,54,33,0,18396,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,56,34,0,17786,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,58,34,0,19300,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,60,34,19300,0,0,124,1,0,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,54,35,0,18143,0,124,0,1,0
20510,sablefish,2002,Groundfish Slope Survey,34Pt5To40Pt5Degs,900,1280.16,56,35,0,26922,0,124,0,1,0
