West Coast Groundfish Slope/Shelf Bottom Trawl Survey data,,,,,,,,,,,,,,
Length Composition Estimates,,,,,,,,,,,,,,
sablefish,,,,,,,,,,,,,,
Extracted: 2/17/2015,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Species Code,Scientific Name,Species,Survey Year,Project,Area Set Identifier,Area Name,Depth Strata Set,Minimum Stratum Depth (m),Maximum Stratum Depth (m),Length Category (cm),Number of Females,Number of Males,Number of Unsexed,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,72,19887,0,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,73,16960,0,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,74,5646,0,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,75,12766,0,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,76,7120,0,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,82,10301,0,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,83,5567,0,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,29,0,16668,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,30,0,10308,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,31,0,18642,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,33,0,37284,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,34,0,37284,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,35,0,39258,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,36,0,80929,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,37,0,58340,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,38,0,45619,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,39,0,37284,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,40,0,16668,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,41,0,8334,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,42,0,8334,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,43,0,0,7885,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,44,0,18642,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,46,9995,25637,7885,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,47,0,18834,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,48,0,51941,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,49,7885,74121,7973,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,50,25575,121098,7973,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,51,35979,184904,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,52,33772,235229,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,53,11187,265665,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,54,69872,156509,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,55,93490,262147,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,56,109655,125544,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,57,70408,146607,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,58,122704,88098,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,59,77790,94121,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,60,60622,35182,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,61,68592,46060,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,62,44140,27059,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,63,68587,28879,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,64,39316,7044,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,65,76593,10509,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,66,48122,8968,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,67,7044,0,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,68,17039,8935,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,69,7044,0,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,70,16012,0,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,72,16012,0,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,73,0,8968,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,74,20759,0,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,75,9505,0,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,76,8968,0,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,77,8968,0,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,81,8968,0,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,900,1280.16,27,0,4786,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,900,1280.16,29,0,0,4603,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,900,1280.16,31,0,3301,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,900,1280.16,32,4055,0,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,900,1280.16,46,0,8319,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,900,1280.16,47,0,7741,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,900,1280.16,49,0,12414,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,900,1280.16,50,0,59801,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,900,1280.16,51,8101,31454,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,900,1280.16,52,11023,66255,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,900,1280.16,53,4984,94699,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,900,1280.16,54,21588,83172,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,900,1280.16,55,10005,125973,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,900,1280.16,56,66375,147773,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,900,1280.16,57,33491,107335,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,900,1280.16,58,55330,76800,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,900,1280.16,59,91101,85179,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,900,1280.16,60,54717,74147,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,900,1280.16,61,91026,26920,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,900,1280.16,62,41276,43678,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,900,1280.16,63,68128,18679,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,900,1280.16,64,64869,31829,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,900,1280.16,65,62685,32186,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,900,1280.16,66,40014,13969,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,900,1280.16,67,73440,3686,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,900,1280.16,68,12109,0,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,900,1280.16,69,18636,0,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,900,1280.16,70,28829,0,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,900,1280.16,71,4956,0,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,900,1280.16,72,27926,0,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,900,1280.16,74,4562,0,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,900,1280.16,75,4799,0,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,900,1280.16,76,14710,0,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,900,1280.16,78,5397,0,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,900,1280.16,80,5397,0,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,27,7039,0,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,28,0,7039,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,29,7352,14391,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,30,13768,0,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,31,7039,7352,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,36,0,6730,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,40,0,13027,5547,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,41,34461,0,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,42,13243,28178,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,44,27481,0,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,45,11486,61786,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,46,62869,64024,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,47,61575,98407,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,48,139881,91922,5547,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,49,208641,123322,11895,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,50,346722,160473,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,51,152172,136025,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,52,305050,249585,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,53,314406,150403,5220,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,54,279514,52107,7310,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,55,302658,38788,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,56,149619,25860,6943,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,57,158504,23489,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,58,143627,17548,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,59,96557,0,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,60,232654,0,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,61,194023,7178,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,62,93415,0,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,63,33430,0,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,64,145199,0,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,65,61950,0,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,66,84885,0,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,67,5541,0,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,68,28178,0,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,69,46280,0,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,73,4725,0,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,548.64,900,43,0,0,12081,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,548.64,900,44,0,10438,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,548.64,900,46,0,25418,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,548.64,900,47,12081,10438,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,548.64,900,48,21706,76786,0,
20510,Anoplopoma fimbria,sablefish,1999,Groundfish Slope Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,548.64,900,49,12081,83041,0,
